id,prop,spf,name
1,0.555555555555556,10,Acaciaforests
2,0.555555555555556,10,Acaciashrublands
3,0.555555555555556,10,Eucshrublands
4,0.555555555555556,10,Eucalyptuswoodlands
5,0.555555555555556,10,Freshwater
6,0.555555555555556,10,Grasslands
7,0.555555555555556,10,Lowforest
8,0.555555555555556,10,MalleeShrublands
9,0.555555555555556,10,Mulgawoodlands
10,0.555555555555556,10,Openshrublands
11,0.555555555555556,10,Saltbush
12,0.555555555555556,10,Saltlagoon
13,0.555555555555556,10,Sedgelands
14,0.555555555555556,10,TropicalRainforest
15,0.555555555555556,10,Tussockgrasslands
16,0.555555555555556,10,Azurekingfsh
17,0.555555555555556,10,Blindvelvetworm
18,0.555555555555556,10,Bartailedgodwit
19,0.555555555555556,10,Claspleathheath
20,0.555555555555556,10,Fairywren
21,0.555555555555556,10,Hoarysunray
22,0.555555555555556,10,MaskedOwl
23,0.555555555555556,10,OrangeParrot
24,0.555555555555556,10,SeaEagle
25,0.555555555555556,10,SwiftParrot
